Event Index;UTC Timestamp;UTC Date and Time;Local Timestamp;Local Timezone;Local Date and Time;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Room ID;Room Order;Task Name;Task Version;branch-huc2;branch-19ea;branch-b8n7;checkpoint-if5t;checkpoint-ezzj;checkpoint-lxys;checkpoint-n8ox;checkpoint-h7in;checkpoint-prqz;checkpoint-l38h;checkpoint-oafw;branch-x43a;randomiser-b8xo;checkpoint-zp1s;checkpoint-zmw5;originalHint;originalResult;participantPosition;participantConfidence;success;trialScore;level;distanceMovedX;distanceMovedY;timeToComplete;actualTrialScore;trialName;tutorialRepeated;timedOut;timedOutCount;reward;totalScore
1;1650650332711;22/04/2022 17:58:52;1650650333418;3;22/04/2022 20:58:53;74063;24;task-6sm9;;21441010;jm0ydxs8;6342299;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 100.0.4896.88;2560x1440;2543x1440;Space Task Done;;;SpaceTaskSimple;3;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;-0.00103370084988821;-0.0173373149433514;51.05915790447262;78.66666666666667;1;8;2;6.493506493506493;21.333333333333332;2583;79;spacetask012;;;0;0;8
2;1650650336138;22/04/2022 17:58:56;1650650336986;3;22/04/2022 20:58:56;74063;24;task-6sm9;;21441010;jm0ydxs8;6342299;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 100.0.4896.88;2560x1440;2543x1440;Space Task Done;;;SpaceTaskSimple;3;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;-0.101781526675275;-0.0588650139533733;47.45927845619943;100;;0;2;36.36363636363637;0;2096;0;spacetask012;;;0;0;8
3;1650650339796;22/04/2022 17:58:59;1650650340654;3;22/04/2022 20:59:00;74063;24;task-6sm9;;21441010;jm0ydxs8;6342299;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 100.0.4896.88;2560x1440;2543x1440;Space Task Done;;;SpaceTaskSimple;3;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;0.0158374366021125;0.0928341272266133;54.87667429167533;57.33333333333333;1;6;2;32.467532467532465;42.66666666666667;2316;57;spacetask012;;;0;0;14
4;1650650342972;22/04/2022 17:59:02;1650650343850;3;22/04/2022 20:59:03;74063;24;task-6sm9;;21441010;jm0ydxs8;6342299;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 100.0.4896.88;2560x1440;2543x1440;Space Task Done;;;SpaceTaskSimple;3;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;-0.0391248549754083;0.0581208913072372;60.05841138163027;57.33333333333333;1;6;2;19.48051948051948;42.66666666666667;2048;57;spacetask012;;;0;0;20
5;1650650346217;22/04/2022 17:59:06;1650650347105;3;22/04/2022 20:59:07;74063;24;task-6sm9;;21441010;jm0ydxs8;6342299;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 100.0.4896.88;2560x1440;2543x1440;Space Task Done;;;SpaceTaskSimple;3;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;0.0399277527434575;-0.156101142013103;54.40016211074757;50.222222222222214;;0;2;14.285714285714288;49.777777777777786;2143;0;spacetask012;;;0;0;20
6;1650650349546;22/04/2022 17:59:09;1650650350426;3;22/04/2022 20:59:10;74063;24;task-6sm9;;21441010;jm0ydxs8;6342299;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 100.0.4896.88;2560x1440;2543x1440;Space Task Done;;;SpaceTaskSimple;3;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;-0.0406302501223311;0.0707955798126302;35.57372726997363;43.1111111111111;;0;2;19.48051948051948;56.8888888888889;2344;0;spacetask012;;;0;0;20
7;1650650353658;22/04/2022 17:59:13;1650650354543;3;22/04/2022 20:59:14;74063;24;task-6sm9;;21441010;jm0ydxs8;6342299;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 100.0.4896.88;2560x1440;2543x1440;Space Task Done;;;SpaceTaskSimple;3;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;0.31460888196772;-0.0440591929941641;49.23076923076922;10;1;1;2;41.558441558441565;85.33333333333336;2960;10;spacetask012;;;0;0;21
8;1650650357033;22/04/2022 17:59:17;1650650357914;3;22/04/2022 20:59:17;74063;24;task-6sm9;;21441010;jm0ydxs8;6342299;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 100.0.4896.88;2560x1440;2543x1440;Space Task Done;;;SpaceTaskSimple;3;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;0.012016059767646;-0.0491577779327425;48.254858274567944;57.33333333333333;1;6;2;41.558441558441565;42.66666666666667;2370;57;spacetask012;;;0;0;27
9;1650650360097;22/04/2022 17:59:20;1650650360930;3;22/04/2022 20:59:20;74063;24;task-6sm9;;21441010;jm0ydxs8;6342299;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 100.0.4896.88;2560x1440;2543x1440;Space Task Done;;;SpaceTaskSimple;3;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;0.131582620557324;-0.111453799837956;49.796036131661744;64.44444444444444;;0;2;35.06493506493506;35.55555555555556;2084;0;spacetask012;;;0;0;27
10;1650650363011;22/04/2022 17:59:23;1650650363902;3;22/04/2022 20:59:23;74063;24;task-6sm9;;21441010;jm0ydxs8;6342299;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 100.0.4896.88;2560x1440;2543x1440;Space Task Done;;;SpaceTaskSimple;3;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;-0.0695711223544351;-0.0466173093359548;37.7920065668685;57.33333333333333;1;6;2;42.85714285714287;42.66666666666667;1983;57;spacetask012;;;0;0;33
11;1650650381362;22/04/2022 17:59:41;1650650382190;3;22/04/2022 20:59:42;74063;24;task-6sm9;;21441010;jm0ydxs8;6342299;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 100.0.4896.88;2560x1440;2543x1440;Space Task Done;;;SpaceTaskSimple;3;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;0.00360582136564679;-0.0337421633190303;37.35549560161668;64.44444444444444;1;6;3;0;35.55555555555556;2424;64;spacetask012;;;0;0;39
12;1650650384063;22/04/2022 17:59:44;1650650384942;3;22/04/2022 20:59:44;74063;24;task-6sm9;;21441010;jm0ydxs8;6342299;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 100.0.4896.88;2560x1440;2543x1440;Space Task Done;;;SpaceTaskSimple;3;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;0.0073703898304502;0.0196427316364982;45.09305040966687;35.999999999999986;1;4;3;14.285714285714288;64.00000000000001;1839;36;spacetask012;;;0;0;43
13;1650650386665;22/04/2022 17:59:46;1650650387526;3;22/04/2022 20:59:47;74063;24;task-6sm9;;21441010;jm0ydxs8;6342299;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 100.0.4896.88;2560x1440;2543x1440;Space Task Done;;;SpaceTaskSimple;3;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;-0.0263715301482647;0.0812520593091491;45.30851915245794;64.44444444444444;;0;3;0;35.55555555555556;1820;0;spacetask012;;;0;0;43
14;1650650389148;22/04/2022 17:59:49;1650650390038;3;22/04/2022 20:59:50;74063;24;task-6sm9;;21441010;jm0ydxs8;6342299;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 100.0.4896.88;2560x1440;2543x1440;Space Task Done;;;SpaceTaskSimple;3;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;-0.0827010888470549;-0.0386007576506106;55.677117360460215;28.88888888888887;1;3;3;0;71.11111111111113;1692;29;spacetask012;;;0;0;46
15;1650650392139;22/04/2022 17:59:52;1650650393014;3;22/04/2022 20:59:53;74063;24;task-6sm9;;21441010;jm0ydxs8;6342299;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 100.0.4896.88;2560x1440;2543x1440;Space Task Done;;;SpaceTaskSimple;3;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;0.0221249651045045;-0.0273088578379616;48.93058433679114;57.33333333333333;1;6;3;25.974025974025967;42.66666666666667;2335;57;spacetask012;;;0;0;52
16;1650650394424;22/04/2022 17:59:54;1650650395302;3;22/04/2022 20:59:55;74063;24;task-6sm9;;21441010;jm0ydxs8;6342299;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 100.0.4896.88;2560x1440;2543x1440;Space Task Done;;;SpaceTaskSimple;3;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;-0.0172941258816485;0.0014511067497609;49.02779349789495;100;1;10;3;0;0;1560;100;spacetask012;;;0;0;62
17;1650650397866;22/04/2022 17:59:57;1650650398750;3;22/04/2022 20:59:58;74063;24;task-6sm9;;21441010;jm0ydxs8;6342299;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 100.0.4896.88;2560x1440;2543x1440;Space Task Done;;;SpaceTaskSimple;3;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;0.0246963441992948;0.0314931123307011;47.77605407870239;71.55555555555556;1;7;3;19.48051948051948;28.444444444444443;2520;72;spacetask012;;;0;0;69
18;1650650401059;22/04/2022 18:00:01;1650650401906;3;22/04/2022 21:00:01;74063;24;task-6sm9;;21441010;jm0ydxs8;6342299;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 100.0.4896.88;2560x1440;2543x1440;Space Task Done;;;SpaceTaskSimple;3;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;0.0370015824385046;0.066653844360312;52.0470765607563;57.33333333333333;1;6;3;28.571428571428566;42.66666666666667;2196;57;spacetask012;;;0;0;75
19;1650650404116;22/04/2022 18:00:04;1650650404994;3;22/04/2022 21:00:04;74063;24;task-6sm9;;21441010;jm0ydxs8;6342299;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 100.0.4896.88;2560x1440;2543x1440;Space Task Done;;;SpaceTaskSimple;3;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;0.0300641714354654;-0.00935327935615697;55.43661510533791;57.33333333333333;1;6;3;37.66233766233766;42.66666666666667;2269;57;spacetask012;;;0;0;81
20;1650650406751;22/04/2022 18:00:06;1650650407634;3;22/04/2022 21:00:07;74063;24;task-6sm9;;21441010;jm0ydxs8;6342299;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 100.0.4896.88;2560x1440;2543x1440;Space Task Done;;;SpaceTaskSimple;3;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;-0.0277170419297814;-0.00521243349899426;50.689411956407746;43.1111111111111;1;4;3;7.792207792207792;56.8888888888889;1924;43;spacetask012;;;0;0;85
