Event Index;UTC Timestamp;UTC Date and Time;Local Timestamp;Local Timezone;Local Date and Time;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Room ID;Room Order;Task Name;Task Version;branch-huc2;branch-19ea;branch-b8n7;checkpoint-if5t;checkpoint-ezzj;checkpoint-lxys;checkpoint-n8ox;checkpoint-h7in;checkpoint-prqz;checkpoint-l38h;checkpoint-oafw;branch-x43a;randomiser-b8xo;checkpoint-zp1s;checkpoint-zmw5;Randomise questionnaire elements?;END QUESTIONNAIRE
1;1669637778015;28/11/2022 12:16:18;1669637777870;0;28/11/2022 12:16:17;74063;37;questionnaire-hinf;;25518306;fjtm0lvf;7551072;;live;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.6.1;1440x900;1440x741;CEQ__cannabis_user_done;;;Information Sheet;7;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Space Task First;;;No;11740
1;1669639483765;28/11/2022 12:44:43;1669639485006;0;28/11/2022 12:44:45;74063;37;questionnaire-hinf;;25518982;i2ouwrir;7551284;;live;;;mobile;Samsung SM-G973F;Android 12;Instagram 261.0.0.21.111;412x869;412x730;Cape-15_Done;;;Information Sheet;7;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;;;;right_age;;;;No;13676
1;1669642180486;28/11/2022 13:29:40;1669642180068;0;28/11/2022 13:29:40;74063;37;questionnaire-hinf;;25520599;nm7mj1mw;7551681;;live;;;mobile;Apple iPhone;iOS 16.1.1;Mobile Safari 16.1;428x926;428x746;CEQ__cannabis_user_done;;;Information Sheet;7;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Space Task First;;;No;16475
1;1669645377038;28/11/2022 14:22:57;1669645376062;0;28/11/2022 14:22:56;74063;37;questionnaire-hinf;;25522658;f4pd38ku;7552110;;live;;;mobile;Apple iPhone;iOS 15.6.1;Instagram 261.0.0.18.106;414x736;414x628;CEQ__cannabis_user_done;;;Information Sheet;7;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;;;No;21352
1;1669647115205;28/11/2022 14:51:55;1669647115000;0;28/11/2022 14:51:55;74063;37;questionnaire-hinf;;25523617;5k4n8ml9;7552345;;live;;;mobile;Apple iPhone;iOS 15.6.1;Mobile Safari 15.6.1;414x736;414x617;CEQ__cannabis_user_done;;;Information Sheet;7;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Space Task First;;;No;17524
1;1669814169621;30/11/2022 13:16:09;1669814168353;5.5;30/11/2022 18:46:08;74063;37;questionnaire-hinf;;25574042;p0h72jhe;7565358;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 107.0.1418.56;1536x864;1536x746;Social_Task_Done;;;Information Sheet;7;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;41119
1;1669814169406;30/11/2022 13:16:09;1669814168269;0;30/11/2022 13:16:08;74063;37;questionnaire-hinf;;25574043;bsleg7if;7565359;;live;;;mobile;undefined AC2001;Android 12;Chrome 107.0.0.0;384x854;384x693;Social Task Done;;;Information Sheet;7;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;;Social Task Done;No;3635
1;1669814172975;30/11/2022 13:16:12;1669814174437;5.5;30/11/2022 18:46:14;74063;37;questionnaire-hinf;;25574045;47baeb26;7565361;;live;;;mobile;Samsung SM-M315F;Android 12;Chrome 106.0.0.0;412x892;412x756;Cape-15_Done;;;Information Sheet;7;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;;;;right_age;;;;No;321897
1;1669814177288;30/11/2022 13:16:17;1669814189223;5.5;30/11/2022 18:46:29;74063;37;questionnaire-hinf;;25574051;2pibu9ll;7565363;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 107.0.0.0;1536x864;1536x746;Space Task Done;;;Information Sheet;7;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;No;5095
1;1669814256629;30/11/2022 13:17:36;1669814255797;5.5;30/11/2022 18:47:35;74063;37;questionnaire-hinf;;25574117;cjdizwr2;7565375;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 108.0.0.0;1920x1080;1920x937;CEQ_done_no_cannabis;;;Information Sheet;7;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Space Task First;;;No;162273
