Event Index;UTC Timestamp;UTC Date and Time;Local Timestamp;Local Timezone;Local Date and Time;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Room ID;Room Order;Task Name;Task Version;branch-huc2;branch-19ea;branch-b8n7;checkpoint-if5t;checkpoint-ezzj;checkpoint-lxys;checkpoint-n8ox;checkpoint-h7in;checkpoint-prqz;checkpoint-l38h;checkpoint-oafw;branch-x43a;randomiser-b8xo;checkpoint-zp1s;checkpoint-zmw5;originalHint;originalResult;participantPosition;participantConfidence;success;trialScore;level;distanceMovedX;distanceMovedY;timeToComplete;actualTrialScore;trialName;tutorialRepeated;timedOut;timedOutCount;reward;totalScore
1;1660053835133;09/08/2022 14:03:55;1660053829998;1;09/08/2022 15:03:49;74063;32;task-g9qm;;23540899;btn1rvaz;6898756;;complete;;;mobile;Samsung SM-G960F;Android 10;Chrome 104.0.0.0;740x360;740x360;Space Task Done;;;SpaceTaskJuly2022_CANTRIPS;2;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;-0.0695711223544351;-0.0466173093359548;45.96601765863008;54.77777777777775;1;6;2;15.584415584415584;45.22222222222224;2973;55;spacetask012reversed;;;0;0;6
2;1660053840453;09/08/2022 14:04:00;1660053835524;1;09/08/2022 15:03:55;74063;32;task-g9qm;;23540899;btn1rvaz;6898756;;complete;;;mobile;Samsung SM-G960F;Android 10;Chrome 104.0.0.0;740x360;740x360;Space Task Done;;;SpaceTaskJuly2022_CANTRIPS;2;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;0.131582620557324;-0.111453799837956;46.14402251048066;48.61111111111108;1;5;2;37.66233766233765;51.388888888888914;3001;49;spacetask012reversed;;;0;0;11
3;1660053848074;09/08/2022 14:04:08;1660053843108;1;09/08/2022 15:04:03;74063;32;task-g9qm;;23540899;btn1rvaz;6898756;;complete;;;mobile;Samsung SM-G960F;Android 10;Chrome 104.0.0.0;740x360;740x360;Space Task Done;;;SpaceTaskJuly2022_CANTRIPS;2;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;0.012016059767646;-0.0491577779327425;40.67881037994319;52.72222222222219;1;5;2;49.35064935064932;47.2777777777778;3516;53;spacetask012reversed;;;0;0;16
4;1660053852189;09/08/2022 14:04:12;1660053847235;1;09/08/2022 15:04:07;74063;32;task-g9qm;;23540899;btn1rvaz;6898756;;complete;;;mobile;Samsung SM-G960F;Android 10;Chrome 104.0.0.0;740x360;740x360;Space Task Done;;;SpaceTaskJuly2022_CANTRIPS;2;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;0.31460888196772;-0.0440591929941641;42.349505749690444;42.444444444444414;1;4;2;46.75324675324673;57.555555555555586;2539;42;spacetask012reversed;;;0;0;20
5;1660053856241;09/08/2022 14:04:16;1660053851300;1;09/08/2022 15:04:11;74063;32;task-g9qm;;23540899;btn1rvaz;6898756;;complete;;;mobile;Samsung SM-G960F;Android 10;Chrome 104.0.0.0;740x360;740x360;Space Task Done;;;SpaceTaskJuly2022_CANTRIPS;2;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;-0.0406302501223311;0.0707955798126302;51.05989116478672;42.444444444444414;1;4;2;35.06493506493506;57.555555555555586;2551;42;spacetask012reversed;;;0;0;24
6;1660053859978;09/08/2022 14:04:19;1660053855052;1;09/08/2022 15:04:15;74063;32;task-g9qm;;23540899;btn1rvaz;6898756;;complete;;;mobile;Samsung SM-G960F;Android 10;Chrome 104.0.0.0;740x360;740x360;Space Task Done;;;SpaceTaskJuly2022_CANTRIPS;2;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;0.0399277527434575;-0.156101142013103;50.44657183195215;52.72222222222219;;0;2;22.077922077922082;47.2777777777778;2494;0;spacetask012reversed;;;0;0;24
7;1660053863638;09/08/2022 14:04:23;1660053858712;1;09/08/2022 15:04:18;74063;32;task-g9qm;;23540899;btn1rvaz;6898756;;complete;;;mobile;Samsung SM-G960F;Android 10;Chrome 104.0.0.0;740x360;740x360;Space Task Done;;;SpaceTaskJuly2022_CANTRIPS;2;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;-0.0391248549754083;0.0581208913072372;34.209004484517735;40.38888888888886;;0;2;53.24675324675321;59.61111111111114;2524;0;spacetask012reversed;;;0;0;24
8;1660053867920;09/08/2022 14:04:27;1660053862971;1;09/08/2022 15:04:22;74063;32;task-g9qm;;23540899;btn1rvaz;6898756;;complete;;;mobile;Samsung SM-G960F;Android 10;Chrome 104.0.0.0;740x360;740x360;Space Task Done;;;SpaceTaskJuly2022_CANTRIPS;2;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;0.0158374366021125;0.0928341272266133;49.177562361708084;11.611111111111057;1;1;2;29.87012987012987;88.38888888888894;3070;12;spacetask012reversed;;;0;0;25
9;1660053871827;09/08/2022 14:04:31;1660053866888;1;09/08/2022 15:04:26;74063;32;task-g9qm;;23540899;btn1rvaz;6898756;;complete;;;mobile;Samsung SM-G960F;Android 10;Chrome 104.0.0.0;740x360;740x360;Space Task Done;;;SpaceTaskJuly2022_CANTRIPS;2;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;-0.101781526675275;-0.0588650139533733;50.2308451410754;21.888888888888843;1;2;2;23.37662337662338;78.11111111111116;2842;22;spacetask012reversed;;;0;0;27
10;1660053875170;09/08/2022 14:04:35;1660053870245;1;09/08/2022 15:04:30;74063;32;task-g9qm;;23540899;btn1rvaz;6898756;;complete;;;mobile;Samsung SM-G960F;Android 10;Chrome 104.0.0.0;740x360;740x360;Space Task Done;;;SpaceTaskJuly2022_CANTRIPS;2;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;-0.00103370084988821;-0.0173373149433514;40.6719975851411;40.38888888888886;1;4;2;6.493506493506493;59.61111111111114;2262;40;spacetask012reversed;;;0;0;31
11;1660053921825;09/08/2022 14:05:21;1660053916886;1;09/08/2022 15:05:16;74063;32;task-g9qm;;23540899;btn1rvaz;6898756;;complete;;;mobile;Samsung SM-G960F;Android 10;Chrome 104.0.0.0;740x360;740x360;Space Task Done;;;SpaceTaskJuly2022_CANTRIPS;2;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;-0.192141871986294;0.0767640870122194;30.562314272207946;48.61111111111108;;0;3;36.36363636363635;51.388888888888914;3062;0;spacetask012reversed;;;0;0;31
12;1660053926078;09/08/2022 14:05:26;1660053921145;1;09/08/2022 15:05:21;74063;32;task-g9qm;;23540899;btn1rvaz;6898756;;complete;;;mobile;Samsung SM-G960F;Android 10;Chrome 104.0.0.0;740x360;740x360;Space Task Done;;;SpaceTaskJuly2022_CANTRIPS;2;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;-0.172164595880708;-0.0768770637087761;52.30769230769236;52.72222222222219;1;5;3;44.15584415584413;47.2777777777778;3056;53;spacetask012reversed;;;0;0;36
