Event Index;UTC Timestamp;UTC Date and Time;Local Timestamp;Local Timezone;Local Date and Time;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Room ID;Room Order;Task Name;Task Version;branch-huc2;branch-19ea;branch-b8n7;checkpoint-if5t;checkpoint-ezzj;checkpoint-lxys;checkpoint-n8ox;checkpoint-h7in;checkpoint-prqz;checkpoint-l38h;checkpoint-oafw;branch-x43a;randomiser-b8xo;checkpoint-zp1s;checkpoint-zmw5;originalHint;originalResult;participantPosition;participantConfidence;success;trialScore;level;distanceMovedX;distanceMovedY;timeToComplete;actualTrialScore;trialName;tutorialRepeated;timedOut;timedOutCount;reward;totalScore
1;1659224070461;30/07/2022 23:34:30;1659224070236;1;31/07/2022 00:34:30;74063;30;task-uyaf;;23386505;09y8v9ym;6863080;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 103.0.0.0;1536x864;1519x864;Social_Task_Done;;;SpaceTaskSimple;4;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;-0.0173927805886088;-0.0116543273339887;44.36237669395106;61.60000000000001;1;6;2;33.766233766233775;38.4;3117;62;spacetask003reversed;;;0;0;6
2;1659224077224;30/07/2022 23:34:37;1659224077105;1;31/07/2022 00:34:37;74063;30;task-uyaf;;23386505;09y8v9ym;6863080;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 103.0.0.0;1536x864;1519x864;Social_Task_Done;;;SpaceTaskSimple;4;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;0.032895655139331;-0.0278634499594891;45.806228890725095;91.46666666666667;1;9;2;35.06493506493508;76.8;4027;91;spacetask003reversed;;;0;0;15
3;1659224084333;30/07/2022 23:34:44;1659224084250;1;31/07/2022 00:34:44;74063;30;task-uyaf;;23386505;09y8v9ym;6863080;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 103.0.0.0;1536x864;1519x864;Social_Task_Done;;;SpaceTaskSimple;4;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;0.0030040149419115;-0.0122894444831856;45.96014206899615;100;;0;2;51.94805194805197;0;4868;0;spacetask003reversed;;;0;0;15
4;1659224089964;30/07/2022 23:34:49;1659224089882;1;31/07/2022 00:34:49;74063;30;task-uyaf;;23386505;09y8v9ym;6863080;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 103.0.0.0;1536x864;1519x864;Social_Task_Done;;;SpaceTaskSimple;4;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;0.0786522204919299;-0.011014798248541;45.636905847688375;70.13333333333334;1;7;2;44.15584415584417;29.866666666666664;3117;70;spacetask003reversed;;;0;0;22
5;1659224094786;30/07/2022 23:34:54;1659224094720;1;31/07/2022 00:34:54;74063;30;task-uyaf;;23386505;09y8v9ym;6863080;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 103.0.0.0;1536x864;1519x864;Social_Task_Done;;;SpaceTaskSimple;4;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;-0.0101575625305828;0.0176988949531576;46.91951695867338;82.93333333333334;1;8;2;25.974025974025977;17.066666666666666;2696;83;spacetask003reversed;;;0;0;30
6;1659224098980;30/07/2022 23:34:58;1659224098884;1;31/07/2022 00:34:58;74063;30;task-uyaf;;23386505;09y8v9ym;6863080;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 103.0.0.0;1536x864;1519x864;Social_Task_Done;;;SpaceTaskSimple;4;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;0.00998193818586438;-0.0390252855032758;49.46494328187478;78.66666666666667;1;8;2;18.181818181818183;21.333333333333332;2473;79;spacetask003reversed;;;0;0;38
7;1659224103452;30/07/2022 23:35:03;1659224103382;1;31/07/2022 00:35:03;74063;30;task-uyaf;;23386505;09y8v9ym;6863080;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 103.0.0.0;1536x864;1519x864;Social_Task_Done;;;SpaceTaskSimple;4;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;-0.00978121374385207;0.0145302228268093;50.58728676752351;100;1;10;2;12.987012987012983;0;2318;100;spacetask003reversed;;;0;0;48
8;1659224106964;30/07/2022 23:35:06;1659224106877;1;31/07/2022 00:35:06;74063;30;task-uyaf;;23386505;09y8v9ym;6863080;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 103.0.0.0;1536x864;1519x864;Social_Task_Done;;;SpaceTaskSimple;4;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;0.00395935915052812;0.0232085318066533;48.23314731376226;100;;0;2;24.67532467532468;0;1945;0;spacetask003reversed;;;0;0;48
9;1659224111218;30/07/2022 23:35:11;1659224111144;1;31/07/2022 00:35:11;74063;30;task-uyaf;;23386505;09y8v9ym;6863080;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 103.0.0.0;1536x864;1519x864;Social_Task_Done;;;SpaceTaskSimple;4;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;-0.0254453816688188;-0.0147162534883433;51.80880522066917;87.2;1;9;2;31.168831168831172;12.8;2398;87;spacetask003reversed;;;0;0;57
10;1659224115433;30/07/2022 23:35:15;1659224115352;1;31/07/2022 00:35:15;74063;30;task-uyaf;;23386505;09y8v9ym;6863080;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 103.0.0.0;1536x864;1519x864;Social_Task_Done;;;SpaceTaskSimple;4;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;-0.000258425212472053;-0.00433432873583785;46.15384615384607;82.93333333333334;1;8;2;38.96103896103897;17.066666666666666;2583;83;spacetask003reversed;;;0;0;65
