Event Index;UTC Timestamp;UTC Date and Time;Local Timestamp;Local Timezone;Local Date and Time;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Room ID;Room Order;Task Name;Task Version;branch-huc2;branch-19ea;branch-b8n7;checkpoint-if5t;checkpoint-ezzj;checkpoint-lxys;checkpoint-n8ox;checkpoint-h7in;checkpoint-prqz;checkpoint-l38h;checkpoint-oafw;branch-x43a;randomiser-b8xo;checkpoint-zp1s;checkpoint-zmw5;originalHint;originalResult;participantPosition;participantConfidence;success;trialScore;level;distanceMovedX;distanceMovedY;timeToComplete;actualTrialScore;trialName;tutorialRepeated;timedOut;timedOutCount;reward;totalScore
1;1647619291505;18/03/2022 16:01:31;1647619290987;1;18/03/2022 17:01:30;74063;18;task-uyaf;;20536992;Melina;6089104;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 99.0.4844.74;1536x864;1536x864;Social_Task_Done;;;SpaceTaskSimple;2;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;-0.000258425212472053;-0.00433432873583785;45.98975988185075;40.26666666666668;1;4;2;28.571428571428577;59.73333333333333;4301;40;spacetask003;;;0;0;4
2;1647619296663;18/03/2022 16:01:36;1647619296325;1;18/03/2022 17:01:36;74063;18;task-uyaf;;20536992;Melina;6089104;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 99.0.4844.74;1536x864;1536x864;Social_Task_Done;;;SpaceTaskSimple;2;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;-0.0254453816688188;-0.0147162534883433;53.54913682017188;40.26666666666668;1;4;2;33.766233766233775;59.73333333333333;3261;40;spacetask003;;;0;0;8
3;1647619299909;18/03/2022 16:01:39;1647619299541;1;18/03/2022 17:01:39;74063;18;task-uyaf;;20536992;Melina;6089104;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 99.0.4844.74;1536x864;1536x864;Social_Task_Done;;;SpaceTaskSimple;2;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;0.00395935915052812;0.0232085318066533;48.35917929372242;65.86666666666667;1;7;2;5.194805194805195;34.13333333333333;1779;66;spacetask003;;;0;0;15
4;1647619303652;18/03/2022 16:01:43;1647619303043;1;18/03/2022 17:01:43;74063;18;task-uyaf;;20536992;Melina;6089104;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 99.0.4844.74;1536x864;1536x864;Social_Task_Done;;;SpaceTaskSimple;2;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;-0.00978121374385207;0.0145302228268093;55.384615384615266;65.86666666666667;1;7;2;46.75324675324677;34.13333333333333;1992;66;spacetask003;;;0;0;22
5;1647619307472;18/03/2022 16:01:47;1647619307014;1;18/03/2022 17:01:47;74063;18;task-uyaf;;20536992;Melina;6089104;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 99.0.4844.74;1536x864;1536x864;Social_Task_Done;;;SpaceTaskSimple;2;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;0.00998193818586438;-0.0390252855032758;56.39742582074899;48.80000000000001;1;5;2;38.96103896103897;51.199999999999996;1764;49;spacetask003;;;0;0;27
6;1647619312293;18/03/2022 16:01:52;1647619311931;1;18/03/2022 17:01:51;74063;18;task-uyaf;;20536992;Melina;6089104;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 99.0.4844.74;1536x864;1536x864;Social_Task_Done;;;SpaceTaskSimple;2;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;-0.0101575625305828;0.0176988949531576;44.7857092629925;40.26666666666668;1;4;2;58.44155844155844;59.73333333333333;3465;40;spacetask003;;;0;0;31
7;1647619315730;18/03/2022 16:01:55;1647619315131;1;18/03/2022 17:01:55;74063;18;task-uyaf;;20536992;Melina;6089104;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 99.0.4844.74;1536x864;1536x864;Social_Task_Done;;;SpaceTaskSimple;2;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;0.0786522204919299;-0.011014798248541;50.76923076923096;31.73333333333335;1;3;2;41.55844155844157;68.26666666666667;1929;32;spacetask003;;;0;0;34
8;1647619319168;18/03/2022 16:01:59;1647619318537;1;18/03/2022 17:01:58;74063;18;task-uyaf;;20536992;Melina;6089104;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 99.0.4844.74;1536x864;1536x864;Social_Task_Done;;;SpaceTaskSimple;2;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;0.0030040149419115;-0.0122894444831856;44.615384615384535;23.200000000000017;1;2;2;37.66233766233768;76.8;2504;23;spacetask003;;;0;0;36
9;1647619322511;18/03/2022 16:02:02;1647619322146;1;18/03/2022 17:02:02;74063;18;task-uyaf;;20536992;Melina;6089104;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 99.0.4844.74;1536x864;1536x864;Social_Task_Done;;;SpaceTaskSimple;2;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;0.032895655139331;-0.0278634499594891;56.019952897159285;44.533333333333346;1;5;2;44.15584415584417;55.46666666666666;2609;45;spacetask003;;;0;0;41
10;1647619326296;18/03/2022 16:02:06;1647619325947;1;18/03/2022 17:02:05;74063;18;task-uyaf;;20536992;Melina;6089104;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 99.0.4844.74;1536x864;1536x864;Social_Task_Done;;;SpaceTaskSimple;2;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;-0.0173927805886088;-0.0116543273339887;46.15384615384607;31.73333333333335;1;3;2;38.96103896103897;68.26666666666667;2840;32;spacetask003;;;0;0;44
