Event Index;UTC Timestamp;UTC Date and Time;Local Timestamp;Local Timezone;Local Date and Time;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Room ID;Room Order;Task Name;Task Version;branch-huc2;branch-19ea;branch-b8n7;checkpoint-if5t;checkpoint-ezzj;checkpoint-lxys;checkpoint-n8ox;checkpoint-h7in;checkpoint-prqz;checkpoint-l38h;checkpoint-oafw;branch-x43a;randomiser-b8xo;checkpoint-zp1s;checkpoint-zmw5;originalHint;originalResult;participantPosition;participantConfidence;success;trialScore;level;distanceMovedX;distanceMovedY;timeToComplete;actualTrialScore;trialName;tutorialRepeated;timedOut;timedOutCount;reward;totalScore
1;1669814877123;30/11/2022 13:27:57;1669814875777;5.5;30/11/2022 18:57:55;74063;37;task-vigd;;25574484;p0h72jhe;7565358;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 107.0.1418.56;1536x864;1519x864;Social_Task_Done;;;SpaceTaskJuly2022_CANTRIPS;2;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;-0.000258425212472053;-0.00433432873583785;43.076923076923;10;1;1;2;36.363636363636374;89.6;2508;10;spacetask003;;;0;0;1
2;1669814880836;30/11/2022 13:28:00;1669814879597;5.5;30/11/2022 18:57:59;74063;37;task-vigd;;25574484;p0h72jhe;7565358;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 107.0.1418.56;1536x864;1519x864;Social_Task_Done;;;SpaceTaskJuly2022_CANTRIPS;2;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;-0.0254453816688188;-0.0147162534883433;83.07692307692314;10;;0;2;105.19480519480501;89.6;2659;0;spacetask003;;;0;0;1
3;1669814884448;30/11/2022 13:28:04;1669814883206;5.5;30/11/2022 18:58:03;74063;37;task-vigd;;25574484;p0h72jhe;7565358;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 107.0.1418.56;1536x864;1519x864;Social_Task_Done;;;SpaceTaskJuly2022_CANTRIPS;2;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;0.00395935915052812;0.0232085318066533;34.21215744167368;10;1;1;2;22.07792207792208;89.6;2108;10;spacetask003;;;0;0;2
4;1669814889798;30/11/2022 13:28:09;1669814888572;5.5;30/11/2022 18:58:08;74063;37;task-vigd;;25574484;p0h72jhe;7565358;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 107.0.1418.56;1536x864;1519x864;Social_Task_Done;;;SpaceTaskJuly2022_CANTRIPS;2;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;-0.00978121374385207;0.0145302228268093;76.6896182409689;10;;0;2;44.15584415584417;89.6;2295;0;spacetask003;;;0;0;2
5;1669814893412;30/11/2022 13:28:13;1669814891760;5.5;30/11/2022 18:58:11;74063;37;task-vigd;;25574484;p0h72jhe;7565358;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 107.0.1418.56;1536x864;1519x864;Social_Task_Done;;;SpaceTaskJuly2022_CANTRIPS;2;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;0.00998193818586438;-0.0390252855032758;47.692307692307885;10;1;1;2;88.3116883116882;89.6;2133;10;spacetask003;;;0;0;3
6;1669814896456;30/11/2022 13:28:16;1669814895206;5.5;30/11/2022 18:58:15;74063;37;task-vigd;;25574484;p0h72jhe;7565358;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 107.0.1418.56;1536x864;1519x864;Social_Task_Done;;;SpaceTaskJuly2022_CANTRIPS;2;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;-0.0101575625305828;0.0176988949531576;47.7613221038811;10;1;1;2;93.50649350649337;89.6;2414;10;spacetask003;;;0;0;4
7;1669814899162;30/11/2022 13:28:19;1669814897926;5.5;30/11/2022 18:58:17;74063;37;task-vigd;;25574484;p0h72jhe;7565358;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 107.0.1418.56;1536x864;1519x864;Social_Task_Done;;;SpaceTaskJuly2022_CANTRIPS;2;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;0.0786522204919299;-0.011014798248541;51.05363785424547;10;1;1;2;42.85714285714287;89.6;1922;10;spacetask003;;;0;0;5
8;1669814901810;30/11/2022 13:28:21;1669814900573;5.5;30/11/2022 18:58:20;74063;37;task-vigd;;25574484;p0h72jhe;7565358;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 107.0.1418.56;1536x864;1519x864;Social_Task_Done;;;SpaceTaskJuly2022_CANTRIPS;2;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;0.0030040149419115;-0.0122894444831856;61.79480094009505;10;1;1;2;14.285714285714283;89.6;1708;10;spacetask003;;;0;0;6
9;1669814905487;30/11/2022 13:28:25;1669814904230;5.5;30/11/2022 18:58:24;74063;37;task-vigd;;25574484;p0h72jhe;7565358;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 107.0.1418.56;1536x864;1519x864;Social_Task_Done;;;SpaceTaskJuly2022_CANTRIPS;2;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;0.032895655139331;-0.0278634499594891;61.5384615384614;10;1;1;2;124.67532467532443;89.6;2765;10;spacetask003;;;0;0;7
10;1669814908039;30/11/2022 13:28:28;1669814906807;5.5;30/11/2022 18:58:26;74063;37;task-vigd;;25574484;p0h72jhe;7565358;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 107.0.1418.56;1536x864;1519x864;Social_Task_Done;;;SpaceTaskJuly2022_CANTRIPS;2;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;-0.0173927805886088;-0.0116543273339887;43.076923076923;10;1;1;2;36.363636363636374;89.6;1804;10;spacetask003;;;0;0;8
