Event Index;UTC Timestamp;UTC Date and Time;Local Timestamp;Local Timezone;Local Date and Time;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Room ID;Room Order;Task Name;Task Version;branch-huc2;branch-19ea;branch-b8n7;checkpoint-if5t;checkpoint-ezzj;checkpoint-lxys;checkpoint-n8ox;checkpoint-h7in;checkpoint-prqz;checkpoint-l38h;checkpoint-oafw;branch-x43a;randomiser-b8xo;checkpoint-zp1s;checkpoint-zmw5;originalHint;originalResult;participantPosition;participantConfidence;success;trialScore;level;distanceMovedX;distanceMovedY;timeToComplete;actualTrialScore;trialName;tutorialRepeated;timedOut;timedOutCount;reward;totalScore
1;1667923343359;08/11/2022 16:02:23;1667923345531;0;08/11/2022 16:02:25;74063;34;task-vigd;;25108969;ps1dzbvr;7415014;;live;;;mobile;Google Pixel 6;Android 13;Chrome 107.0.0.0;870x412;870x412;CEQ_done_no_cannabis;;;SpaceTaskJuly2022_CANTRIPS;2;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Space Task First;;;-0.0695711223544351;-0.0466173093359548;44.94877870546417;73.41666666666666;1;7;2;51.94805194805194;26.583333333333336;3374;73;spacetask012reversed;;;0;0;7
2;1667923347465;08/11/2022 16:02:27;1667923349747;0;08/11/2022 16:02:29;74063;34;task-vigd;;25108969;ps1dzbvr;7415014;;live;;;mobile;Google Pixel 6;Android 13;Chrome 107.0.0.0;870x412;870x412;CEQ_done_no_cannabis;;;SpaceTaskJuly2022_CANTRIPS;2;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Space Task First;;;0.131582620557324;-0.111453799837956;34.869150903753265;61.33333333333334;1;6;2;6.493506493506493;38.666666666666664;3119;61;spacetask012reversed;;;0;0;13
3;1667923353162;08/11/2022 16:02:33;1667923355405;0;08/11/2022 16:02:35;74063;34;task-vigd;;25108969;ps1dzbvr;7415014;;live;;;mobile;Google Pixel 6;Android 13;Chrome 107.0.0.0;870x412;870x412;CEQ_done_no_cannabis;;;SpaceTaskJuly2022_CANTRIPS;2;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Space Task First;;;0.012016059767646;-0.0491577779327425;44.27166798852027;66.16666666666667;1;7;2;42.857142857142854;33.833333333333336;4280;66;spacetask012reversed;;;0;0;20
4;1667923357653;08/11/2022 16:02:37;1667923359919;0;08/11/2022 16:02:39;74063;34;task-vigd;;25108969;ps1dzbvr;7415014;;live;;;mobile;Google Pixel 6;Android 13;Chrome 107.0.0.0;870x412;870x412;CEQ_done_no_cannabis;;;SpaceTaskJuly2022_CANTRIPS;2;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Space Task First;;;0.31460888196772;-0.0440591929941641;47.545216419842724;66.16666666666667;1;7;2;46.75324675324675;33.833333333333336;3411;66;spacetask012reversed;;;0;0;27
5;1667923361740;08/11/2022 16:02:41;1667923364003;0;08/11/2022 16:02:44;74063;34;task-vigd;;25108969;ps1dzbvr;7415014;;live;;;mobile;Google Pixel 6;Android 13;Chrome 107.0.0.0;870x412;870x412;CEQ_done_no_cannabis;;;SpaceTaskJuly2022_CANTRIPS;2;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Space Task First;;;-0.0406302501223311;0.0707955798126302;45.882264886102405;49.25000000000002;1;5;2;20.77922077922078;50.749999999999986;2823;49;spacetask012reversed;;;0;0;32
6;1667923365848;08/11/2022 16:02:45;1667923368143;0;08/11/2022 16:02:48;74063;34;task-vigd;;25108969;ps1dzbvr;7415014;;live;;;mobile;Google Pixel 6;Android 13;Chrome 107.0.0.0;870x412;870x412;CEQ_done_no_cannabis;;;SpaceTaskJuly2022_CANTRIPS;2;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Space Task First;;;0.0399277527434575;-0.156101142013103;56.821533864734974;56.500000000000014;;0;2;53.246753246753244;43.49999999999999;3190;0;spacetask012reversed;;;0;0;32
7;1667923369077;08/11/2022 16:02:49;1667923371375;0;08/11/2022 16:02:51;74063;34;task-vigd;;25108969;ps1dzbvr;7415014;;live;;;mobile;Google Pixel 6;Android 13;Chrome 107.0.0.0;870x412;870x412;CEQ_done_no_cannabis;;;SpaceTaskJuly2022_CANTRIPS;2;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Space Task First;;;-0.0391248549754083;0.0581208913072372;38.84353493133461;46.83333333333336;;0;2;10.38961038961039;53.16666666666665;2449;0;spacetask012reversed;;;0;0;32
8;1667923372323;08/11/2022 16:02:52;1667923374610;0;08/11/2022 16:02:54;74063;34;task-vigd;;25108969;ps1dzbvr;7415014;;live;;;mobile;Google Pixel 6;Android 13;Chrome 107.0.0.0;870x412;870x412;CEQ_done_no_cannabis;;;SpaceTaskJuly2022_CANTRIPS;2;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Space Task First;;;0.0158374366021125;0.0928341272266133;49.27426235179298;37.16666666666667;1;4;2;12.987012987012985;62.83333333333331;2436;37;spacetask012reversed;;;0;0;36
9;1667923375755;08/11/2022 16:02:55;1667923378055;0;08/11/2022 16:02:58;74063;34;task-vigd;;25108969;ps1dzbvr;7415014;;live;;;mobile;Google Pixel 6;Android 13;Chrome 107.0.0.0;870x412;870x412;CEQ_done_no_cannabis;;;SpaceTaskJuly2022_CANTRIPS;2;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Space Task First;;;-0.101781526675275;-0.0588650139533733;61.049908956348176;71;;0;2;22.07792207792208;29.000000000000004;2745;0;spacetask012reversed;;;0;0;36
10;1667923378596;08/11/2022 16:02:58;1667923380898;0;08/11/2022 16:03:00;74063;34;task-vigd;;25108969;ps1dzbvr;7415014;;live;;;mobile;Google Pixel 6;Android 13;Chrome 107.0.0.0;870x412;870x412;CEQ_done_no_cannabis;;;SpaceTaskJuly2022_CANTRIPS;2;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Space Task First;;;-0.00103370084988821;-0.0173373149433514;48.71919676319129;56.500000000000014;1;6;2;0;43.49999999999999;2176;57;spacetask012reversed;;;0;0;42
