Event Index;UTC Timestamp;UTC Date and Time;Local Timestamp;Local Timezone;Local Date and Time;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Room ID;Room Order;Task Name;Task Version;branch-huc2;branch-19ea;branch-b8n7;checkpoint-if5t;checkpoint-ezzj;checkpoint-lxys;checkpoint-n8ox;checkpoint-h7in;checkpoint-prqz;checkpoint-l38h;checkpoint-oafw;branch-x43a;randomiser-b8xo;checkpoint-zp1s;checkpoint-zmw5;Randomise questionnaire elements?;END QUESTIONNAIRE
1;1651504874699;02/05/2022 15:21:14;1651504874179;1;02/05/2022 16:21:14;74063;27;questionnaire-moh2;;21619501;mk7m33h9;6392010;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 100.0.4896.127;1280x720;1280x577;Social_Task_Done;;;Questionnaire end;2;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;3991
1;1652113356328;09/05/2022 16:22:36;1652113356284;1;09/05/2022 17:22:36;74063;27;questionnaire-moh2;;21773926;jbpfuu7d;6436182;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 99.0.4844.83;1440x900;1440x821;Space Task Done;;;Questionnaire end;2;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;Space Task Done;Social Task Done;No;3007
1;1652113842329;09/05/2022 16:30:42;1652113842505;1;09/05/2022 17:30:42;74063;27;questionnaire-moh2;;21774675;rni5ow23;6436271;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 100.0.4896.127;1536x864;1536x754;Social_Task_Done;;;Questionnaire end;2;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;3803
1;1652114547958;09/05/2022 16:42:27;1652114547015;1;09/05/2022 17:42:27;74063;27;questionnaire-moh2;;21775471;g7i8sk0z;6436306;;live;;;mobile;undefined undefined;Android 9;Firefox 100.0;360x780;360x657;CEQ__cannabis_user_done;;;Questionnaire end;2;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Space Task First;;;No;8086
1;1652115661968;09/05/2022 17:01:01;1652115661872;1;09/05/2022 18:01:01;74063;27;questionnaire-moh2;;21776429;nq20j9pv;6436389;;live;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 101.0.4951.54;1440x900;1337x677;CEQ__cannabis_user_done;;;Questionnaire end;2;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;;;;No;
1;1652189262994;10/05/2022 13:27:42;1652189262897;1;10/05/2022 14:27:42;74063;27;questionnaire-moh2;;21801473;425milzg;6442290;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 101.0.4951.54;1366x768;1327x566;Social_Task_Done;;;Questionnaire end;2;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;3286
1;1652198779255;10/05/2022 16:06:19;1652198779059;8;11/05/2022 00:06:19;74063;27;questionnaire-moh2;;21805771;jnqbm304;6443448;;live;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 99.0.4844.74;1280x800;1275x600;Space_Task_Done;;;Questionnaire end;2;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;;right_age;Space Task First;;;No;5191
1;1652204753729;10/05/2022 17:45:53;1652204753712;1;10/05/2022 18:45:53;74063;27;questionnaire-moh2;;21807691;sdwn34qa;6443994;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 101.0.4951.41;1536x864;1536x722;Social_Task_Done;;;Questionnaire end;2;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;12524
1;1652269872661;11/05/2022 11:51:12;1652269872575;1;11/05/2022 12:51:12;74063;27;questionnaire-moh2;;21824084;s2up78wa;6448666;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 101.0.4951.64;1280x800;1280x612;Space Task Done;;;Questionnaire end;2;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;No;22431
1;1652290281215;11/05/2022 17:31:21;1652290280998;1;11/05/2022 18:31:20;74063;27;questionnaire-moh2;;21834328;rr2n7mee;6451222;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 100.0.4896.127;1280x720;1280x569;Social_Task_Done;;;Questionnaire end;2;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;4527
