Event Index;UTC Timestamp;UTC Date and Time;Local Timestamp;Local Timezone;Local Date and Time;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Room ID;Room Order;Task Name;Task Version;branch-huc2;branch-19ea;branch-b8n7;checkpoint-if5t;checkpoint-ezzj;checkpoint-lxys;checkpoint-n8ox;checkpoint-h7in;checkpoint-prqz;checkpoint-l38h;checkpoint-oafw;branch-x43a;randomiser-b8xo;checkpoint-zp1s;checkpoint-zmw5;Randomise questionnaire elements?;cannabis_use;cannabis_use-text;cannabis_use-quantised;END QUESTIONNAIRE
1;1669059377556;21/11/2022 19:36:17;1669059377478;0;21/11/2022 19:36:17;74063;36;questionnaire-3ga9;;25383451;rlgr5y41;7510465;;live;;;computer;Desktop or Laptop;Mac OS 10.14.6;Safari 14.1.2;1440x900;1440x837;Space_Task_Done;;;cannabis use question;1;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;;right_age;Space Task First;;;No;Yes;;1;4906
1;1669135484023;22/11/2022 16:44:44;1669135483916;0;22/11/2022 16:44:43;74063;36;questionnaire-3ga9;;25405107;omdabzmg;7520723;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.6;Safari undefined;820x1180;1180x713;Space Task Done;;;cannabis use question;1;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;No;Yes;;1;3901
1;1669152495124;22/11/2022 21:28:15;1669152495010;0;22/11/2022 21:28:15;74063;36;questionnaire-3ga9;;25410656;jqmvwov0;7518980;;live;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.6;1440x900;1324x734;CEQ_done_no_cannabis;;;cannabis use question;1;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;;;No;No;;2;4047
1;1669293540863;24/11/2022 12:39:00;1669293541108;0;24/11/2022 12:39:01;74063;36;questionnaire-3ga9;;25455642;821a1gks;7532853;;complete;;;computer;Desktop or Laptop;Mac OS 10.11.6;Chrome 103.0.0.0;1280x800;1280x721;Social_Task_Done;;;cannabis use question;1;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;Yes;;1;3620
1;1669389669731;25/11/2022 15:21:09;1669389669521;-8;25/11/2022 07:21:09;74063;36;questionnaire-3ga9;;25479385;3qw0fn84;7540159;;complete;;;mobile;Samsung SM-S908U;Android 13;Chrome 107.0.0.0;412x883;412x783;Space Task Done;;;cannabis use question;1;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;No;Yes;;1;3646
1;1669395816575;25/11/2022 17:03:36;1669395816479;5.5;25/11/2022 22:33:36;74063;36;questionnaire-3ga9;;25481478;trab0t8n;7540849;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 107.0.0.0;1280x720;1280x577;Space Task Done;;;cannabis use question;1;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;Space Task Done;Social Task Done;No;No;;2;2987
1;1669396481285;25/11/2022 17:14:41;1669396482207;5.5;25/11/2022 22:44:42;74063;36;questionnaire-3ga9;;25481637;oct0im6f;7540871;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 107.0.0.0;1536x864;1536x758;Social_Task_Done;;;cannabis use question;1;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;No;;2;5004
1;1669400994906;25/11/2022 18:29:54;1669400995787;5.5;25/11/2022 23:59:55;74063;36;questionnaire-3ga9;;25482867;cmr7m83b;7541293;;complete;;;computer;Desktop or Laptop;Windows 7;Chrome 107.0.0.0;1920x1080;1920x979;Space Task Done;;;cannabis use question;1;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;No;Yes;;1;2797
1;1669431705923;26/11/2022 03:01:45;1669431704239;5.5;26/11/2022 08:31:44;74063;36;questionnaire-3ga9;;25489324;mamq3b9q;7542815;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 107.0.0.0;1542x766;1536x758;Social_Task_Done;;;cannabis use question;1;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;No;;2;10789
1;1669447601103;26/11/2022 07:26:41;1669447601433;5.5;26/11/2022 12:56:41;74063;36;questionnaire-3ga9;;25490071;xynij7kc;7543027;;complete;;;mobile;undefined undefined;Android 12;Chrome 107.0.0.0;384x857;384x680;Social_Task_Done;;;cannabis use question;1;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;Yes;;1;3439
1;1669468232025;26/11/2022 13:10:32;1669468257659;0;26/11/2022 13:10:57;74063;36;questionnaire-3ga9;;25492195;k3t0pxlt;7543655;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 107.0.0.0;1536x864;1536x746;Social_Task_Done;;;cannabis use question;1;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;No;;2;3199
1;1669482416204;26/11/2022 17:06:56;1669482415715;8;27/11/2022 01:06:55;74063;36;questionnaire-3ga9;;25494441;zgk87dgj;7544344;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 107.0.0.0;1539x753;1536x750;Social_Task_Done;;;cannabis use question;1;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;No;;2;3711
END OF FILE
