Event Index;UTC Timestamp;UTC Date and Time;Local Timestamp;Local Timezone;Local Date and Time;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Room ID;Room Order;Task Name;Task Version;branch-huc2;branch-19ea;branch-b8n7;checkpoint-if5t;checkpoint-ezzj;checkpoint-lxys;checkpoint-n8ox;checkpoint-h7in;checkpoint-prqz;checkpoint-l38h;checkpoint-oafw;branch-x43a;randomiser-b8xo;checkpoint-zp1s;checkpoint-zmw5;Randomise questionnaire elements?;END QUESTIONNAIRE
1;1651504619757;02/05/2022 15:16:59;1651504619673;1;02/05/2022 16:16:59;74063;27;questionnaire-hinf;;21619419;mk7m33h9;6392010;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 100.0.4896.127;1280x720;1280x577;Social_Task_Done;;;Information Sheet;6;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;3575
1;1652113113693;09/05/2022 16:18:33;1652113113632;1;09/05/2022 17:18:33;74063;27;questionnaire-hinf;;21773626;jbpfuu7d;6436182;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 99.0.4844.83;1440x900;1440x821;Space Task Done;;;Information Sheet;6;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;Space Task Done;Social Task Done;No;3234
1;1652113595544;09/05/2022 16:26:35;1652113595734;1;09/05/2022 17:26:35;74063;27;questionnaire-hinf;;21774296;rni5ow23;6436271;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 100.0.4896.127;1536x864;1536x754;Social_Task_Done;;;Information Sheet;6;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;13456
1;1652113844853;09/05/2022 16:30:44;1652113843924;1;09/05/2022 17:30:43;74063;27;questionnaire-hinf;;21774681;g7i8sk0z;6436306;;live;;;mobile;undefined undefined;Android 9;Firefox 100.0;360x780;360x657;CEQ__cannabis_user_done;;;Information Sheet;6;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Space Task First;;;No;6162
1;1652114577254;09/05/2022 16:42:57;1652114577133;1;09/05/2022 17:42:57;74063;27;questionnaire-hinf;;21775501;nq20j9pv;6436389;;live;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 101.0.4951.54;1440x900;1337x677;CEQ__cannabis_user_done;;;Information Sheet;6;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;;;;No;84392
1;1652188796349;10/05/2022 13:19:56;1652188797911;1;10/05/2022 14:19:57;74063;27;questionnaire-hinf;;21801144;425milzg;6442290;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 101.0.4951.54;1366x768;1327x566;Social_Task_Done;;;Information Sheet;6;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;3242
1;1652197704270;10/05/2022 15:48:24;1652197704062;8;10/05/2022 23:48:24;74063;27;questionnaire-hinf;;21805302;jnqbm304;6443448;;live;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 99.0.4844.74;1280x800;1275x600;Space_Task_Done;;;Information Sheet;6;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;;right_age;Space Task First;;;No;23374
1;1652204290032;10/05/2022 17:38:10;1652204290030;1;10/05/2022 18:38:10;74063;27;questionnaire-hinf;;21807547;sdwn34qa;6443994;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 101.0.4951.41;1536x864;1536x722;Social_Task_Done;;;Information Sheet;6;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;36237
1;1652269576100;11/05/2022 11:46:16;1652269575996;1;11/05/2022 12:46:15;74063;27;questionnaire-hinf;;21823909;s2up78wa;6448666;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 101.0.4951.64;1280x800;1280x612;Space Task Done;;;Information Sheet;6;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;No;11930
1;1652289336515;11/05/2022 17:15:36;1652289336302;1;11/05/2022 18:15:36;74063;27;questionnaire-hinf;;21833869;rr2n7mee;6451222;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 100.0.4896.127;1280x720;1280x569;Social_Task_Done;;;Information Sheet;6;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;102293
