Event Index;UTC Timestamp;UTC Date and Time;Local Timestamp;Local Timezone;Local Date and Time;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Room ID;Room Order;Task Name;Task Version;branch-huc2;branch-19ea;branch-b8n7;checkpoint-if5t;checkpoint-ezzj;checkpoint-lxys;checkpoint-n8ox;checkpoint-h7in;checkpoint-prqz;checkpoint-l38h;checkpoint-oafw;branch-x43a;randomiser-b8xo;checkpoint-zp1s;checkpoint-zmw5;originalHint;originalResult;participantPosition;participantConfidence;success;trialScore;level;distanceMovedX;distanceMovedY;timeToComplete;actualTrialScore;trialName;tutorialRepeated;timedOut;timedOutCount;reward;totalScore
1;1669144985317;22/11/2022 19:23:05;1669144985138;0;22/11/2022 19:23:05;74063;36;task-g9qm;;25408582;omdabzmg;7520723;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.6;Safari undefined;820x1180;1180x820;Space Task Done;;;SpaceTaskJuly2022_CANTRIPS;2;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;-0.000258425212472053;-0.00433432873583785;49.2307692307692;41;1;4;2;41.55844155844156;59.00000000000001;2699;41;spacetask003;;;0;0;4
2;1669144989832;22/11/2022 19:23:09;1669144989770;0;22/11/2022 19:23:09;74063;36;task-g9qm;;25408582;omdabzmg;7520723;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.6;Safari undefined;820x1180;1180x820;Space Task Done;;;SpaceTaskJuly2022_CANTRIPS;2;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;-0.0254453816688188;-0.0147162534883433;52.34856650657721;10;1;1;2;16.883116883116877;88.49999999999996;2922;10;spacetask003;;;0;0;5
3;1669144993220;22/11/2022 19:23:13;1669144993170;0;22/11/2022 19:23:13;74063;36;task-g9qm;;25408582;omdabzmg;7520723;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.6;Safari undefined;820x1180;1180x820;Space Task Done;;;SpaceTaskJuly2022_CANTRIPS;2;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;0.00395935915052812;0.0232085318066533;50.267435662243074;10;1;1;2;0;88.49999999999996;2113;10;spacetask003;;;0;0;6
4;1669145001462;22/11/2022 19:23:21;1669145001403;0;22/11/2022 19:23:21;74063;36;task-g9qm;;25408582;omdabzmg;7520723;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.6;Safari undefined;820x1180;1180x820;Space Task Done;;;SpaceTaskJuly2022_CANTRIPS;2;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;-0.00978121374385207;0.0145302228268093;51.12567429002557;10;1;1;2;29.870129870129876;88.49999999999996;3613;10;spacetask003;;;0;0;7
5;1669145005758;22/11/2022 19:23:25;1669145005702;0;22/11/2022 19:23:25;74063;36;task-g9qm;;25408582;omdabzmg;7520723;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.6;Safari undefined;820x1180;1180x820;Space Task Done;;;SpaceTaskJuly2022_CANTRIPS;2;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;0.00998193818586438;-0.0390252855032758;49.64095333074711;10;1;1;2;0;88.49999999999996;2363;10;spacetask003;;;0;0;8
6;1669145009952;22/11/2022 19:23:29;1669145009902;0;22/11/2022 19:23:29;74063;36;task-g9qm;;25408582;omdabzmg;7520723;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.6;Safari undefined;820x1180;1180x820;Space Task Done;;;SpaceTaskJuly2022_CANTRIPS;2;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;-0.0101575625305828;0.0176988949531576;41.82616351971624;10;1;1;2;25.974025974025977;88.49999999999996;2397;10;spacetask003;;;0;0;9
7;1669145014189;22/11/2022 19:23:34;1669145014135;0;22/11/2022 19:23:34;74063;36;task-g9qm;;25408582;omdabzmg;7520723;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.6;Safari undefined;820x1180;1180x820;Space Task Done;;;SpaceTaskJuly2022_CANTRIPS;2;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;0.0786522204919299;-0.011014798248541;50.769230769230575;10;1;1;2;41.55844155844156;88.49999999999996;2179;10;spacetask003;;;0;0;10
8;1669145021235;22/11/2022 19:23:41;1669145021184;0;22/11/2022 19:23:41;74063;36;task-g9qm;;25408582;omdabzmg;7520723;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.6;Safari undefined;820x1180;1180x820;Space Task Done;;;SpaceTaskJuly2022_CANTRIPS;2;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;0.0030040149419115;-0.0122894444831856;52.052596424876604;24.611111111111143;1;3;2;23.376623376623378;75.38888888888887;2163;25;spacetask003;;;0;0;13
9;1669145024981;22/11/2022 19:23:44;1669145024933;0;22/11/2022 19:23:44;74063;36;task-g9qm;;25408582;omdabzmg;7520723;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.6;Safari undefined;820x1180;1180x820;Space Task Done;;;SpaceTaskJuly2022_CANTRIPS;2;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;0.032895655139331;-0.0278634499594891;50.769230769230575;10;1;1;2;41.55844155844156;88.49999999999996;2463;10;spacetask003;;;0;0;14
10;1669145029229;22/11/2022 19:23:49;1669145029167;0;22/11/2022 19:23:49;74063;36;task-g9qm;;25408582;omdabzmg;7520723;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.6;Safari undefined;820x1180;1180x820;Space Task Done;;;SpaceTaskJuly2022_CANTRIPS;2;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;-0.0173927805886088;-0.0116543273339887;43.2608990317017;11.500000000000057;1;1;2;42.857142857142854;88.49999999999996;2347;12;spacetask003;;;0;0;15
